BK_SOURCE,BK_DEBIT_CREDIT,BK_SOURCE,Year,Month,Day,entry,Page,,£,£,sh,d,$,¢,BK_WHEN,BK_ECONOMIC_UNIT,BK_MONEY,BK_MONEY,BK_MONEY,BK_MONEY,BK_MONEY,BK_ENTRY,,
"Ledger C, 1790 - 1799: pg.44",Credit,Right,,,,McLoud & Lumsdon,,£11.0.0,,,,,,,31 January 1798,Cash,11,0,0,,,McLoud & Lumsdon,,
"Ledger C, 1790 - 1799: pg.44",Credit,Right,,,,Thos Irwin,,13.12.6,,,,,,,31 January 1798,Cash,13,12,6,,,Thomas Irwin,,
"Ledger C, 1790 - 1799: pg.44",Credit,Right,,,,Patton & Butcher,,124.11.0,,,,,,,31 January 1798,Cash,124,11,0,,,Patton & Butcher,,
"Ledger C, 1790 - 1799: pg.44",Credit,Right,,,,Bennett & Watts,,30.0.0,,,,,,,31 January 1798,Cash,30,0,0,,,Bennett & Watts,,
"Ledger C, 1790 - 1799: pg.44",Credit,Right,,,,Doctr Kennedy,,24.10.5,,,,,,,31 December 1798,Cash,24,10,5,,,Doctor Kennedy,,
"Ledger C, 1790 - 1799: pg.44",Credit,Right,,,,per & Davis,,22.13.0¾,,,,,,,31 December 1798,Cash,22,13,"0,75",,,Harper & Davis,,
"Ledger C, 1790 - 1799: pg.44",Credit,Right,,,,Jno. G. Ladd,,27.18.0,,,,,,,31 December 1798,Cash,27,18,0,,,John G. Ladd,,
"Ledger C, 1790 - 1799: pg.44",Credit,Right,,,,Abraham ethen,,15.18.0,,,,,,,31 December 1798,Cash,15,18,0,,,Abraham Trivethen,,
"Ledger C, 1790 - 1799: pg.44",Credit,Right,,,,[Total],,270.2.11¾,,,,,900,0,,Cash,270,2,"11,75",900,0,[Total],,
"Ledger C, 1790 - 1799: pg.44",Credit,Right,,Feby,3,By Wm Dandridge gave him,,,,,,,25,,3 February 1798,Cash,,,,25,,By William Dandridge gave him,,
"Ledger C, 1790 - 1799: pg.44",Credit,Right,,,,By Charity,,,,,,,3,“,3 February 1798,Cash,,,,3,,By Charity,,
"Ledger C, 1790 - 1799: pg.44",Credit,Right,,,4,By Miss Pollard for making Shirts,,,,,,,10,“,4 February 1798,Cash,,,,10,,By Miss Pollard for making Shirts,,
"Ledger C, 1790 - 1799: pg.44",Credit,Right,,,,By Miss Custis pd Mr Marshall for tuning her harpsichord,,,,,,,8,“,4 February 1796,Cash,,,,8,,By Miss Custis paid Mr Marshall for tuning her harpsichord,,
"Ledger C, 1790 - 1799: pg.44",Credit,Right,,,6,By James Anderson to be accd for,,,,,,,936,74,6 February 1798,Cash,,,,936,74,By James Anderson to be accounted for,,
"Ledger C, 1790 - 1799: pg.44",Credit,Right,,,8,By exps going to the meeting of the Potomac Company in George Town,,,,,,,6,66,8 February 1798,Cash,,,,6,66,By expenses going to the meeting of the Potomac Company in George Town,,
"Ledger C, 1790 - 1799: pg.44",Credit,Right,,,12,By Jas Anderson,,,,,,,450,“,12 February 1798,Cash,,,,450,,By James Anderson,,
"Ledger C, 1790 - 1799: pg.44",Credit,Right,,,,By ditto $5 note & 3$ in Silver,,,,,,,8,“,12 February 1798,Cash,,,,8,,By James Anderson $5 note & 3$ in Silver,,
"Ledger C, 1790 - 1799: pg.44",Credit,Right,,,13,By 2 Pine Apple Cheeses $5 atum 25 Cts,,,,,,,5,25,13 February 1798,Cash,,,,5,25,By 2 Pine Apple Cheeses $5 Pomatum 25 Cents,,
"Ledger C, 1790 - 1799: pg.44",Credit,Right,,,,By Subscription to Mr Bushrod Washingtons Chancery Reports,,,,,,,5,“,13 February 1798,Cash,,,,5,,By Subscription to Mr Bushrod Washingtons Chancery Reports,,
"Ledger C, 1790 - 1799: pg.45",Debit,Left,,,,,,,,,,,,,,Cash,,,,,,,,
"Ledger C, 1790 - 1799: pg.45",Debit,Left,1798,,,To Amount brought over,,,,,,,,,1798,Cash,,,,,,To Amount brought over,,
"Ledger C, 1790 - 1799: pg.45",Credit,Right,,,,,,,,,,,,,,Cash,,,,,,,,
"Ledger C, 1790 - 1799: pg.45",Credit,Right,1798,,,By Amount brought over,Folo,,,,,,D,C,1798,Cash,,,,,,By Amount brought over,,
"Ledger C, 1790 - 1799: pg.45",Credit,Right,,Feby,13,By Servts 50 Cents and Bill at Gadsby's,,,,,,,,,13 February 1798,Cash,,,,,,By Servants 50 Cents and Bill at Gadsby's,,
"Ledger C, 1790 - 1799: pg.45",Credit,Right,,,16,By James Anderson to be accd for,,,,,,,100,“,16 February 1798,Cash,,,,100,,By James Anderson to be accounted for,,
"Ledger C, 1790 - 1799: pg.45",Credit,Right,,,20,By Charity,,,,,,,1,25,20 February 1798,Cash,,,,1,25,By Charity,,
"Ledger C, 1790 - 1799: pg.45",Credit,Right,,,21,By Mrs Elizabeth Washington pd the balance of her acct for wheat,,,,,,,190,52,21 February 1798,Cash,,,,190,52,By Mrs Elizabeth Washington paid the balance of her account for wheat,,
"Ledger C, 1790 - 1799: pg.45",Credit,Right,,,24,By the Revd Mr Davis pd my Subscription to his Salary to the 1st of Octr last,,,,,,,66,67,24 February 1798,Cash,,,,66,67,By the Reverend Mr [Thomas] Davis paid my Subscription to his Salary to the 1st of October last,,
"Ledger C, 1790 - 1799: pg.45",Credit,Right,,Mch,1,By James Anderson to be accd for,,,,,,,250,“,1 March 1798,Cash,,,,250,,By James Anderson to be accounted for,,
"Ledger C, 1790 - 1799: pg.45",Credit,Right,,,5,By Geo. W. Custis gave him for Pocket money,,,,,,,14,33,5 March 1798,Cash,,,,14,33,By George Washington Custis gave him for Pocket money,,
"Ledger C, 1790 - 1799: pg.45",Credit,Right,,,6,By Jas Anderson to be accd for,,,,,,,42,90,6 March 1798,Cash,,,,42,90,By James Anderson to be accounted for,,
"Ledger C, 1790 - 1799: pg.45",Credit,Right,,,8,By do do,,,,,,,100,“,8 March 1798,Cash,,,,100,,By James Anderson to be accounted for,,
"Ledger C, 1790 - 1799: pg.45",Credit,Right,,,9,By 10 busls Oysters,,,,,,,4,“,9 March 1798,Cash,,,,4,,By 10 bushels Oysters,,
"Ledger C, 1790 - 1799: pg.45",Credit,Right,,,10,By John Neale Carpenter pd him in full of all accts & wages till Novr 1st 1797,,,,,,,137,14,10 March 1798,Cash,,,,137,14,By John Neale Carpenter paid him in full of all accounts & wages till November 1st 1797,,
"Ledger C, 1790 - 1799: pg.45",Credit,Right,,,11,By Sundries pd by Doctr Stuart on a/c of  Custis for which I gave him money to wit. -,,,,,,,,,11 March 1798,Cash,,,,,,By Sundries paid by Doctor Stuart on account of George Washington Custis for which I gave him money to wit. -,,
"Ledger C, 1790 - 1799: pg.45",Credit,Right,,,,Pd Mrs B for 1 Quarter Board for G.W.C.,,£12.0.0,,,,,,,11 March 1798,Cash,12,0,0,,,Paid Mrs [Juliana Jennings] Brice for 1 Quarter Board for George Washington Custis,,
"Ledger C, 1790 - 1799: pg.45",Credit,Right,,,,Gave to G.W. Custis,,3.0.0,,,,,,,11 March 1798,Cash,3,0,0,,,Gave to George Washington Custis,,
"Ledger C, 1790 - 1799: pg.45",Credit,Right,,,,Pd for a trunk for do,,1.10.0,,,,,,,11 March 1798,Cash,1,10,0,,,Paid for a trunk for George Washington Custis,,
"Ledger C, 1790 - 1799: pg.45",Credit,Right,,,,Exps of the Journey to Ana,,7.0.6,,,,,,,11 March 1798,Cash,7,0,6,,,Expenses of the Journey to Anapolis,,
"Ledger C, 1790 - 1799: pg.45",Credit,Right,,,,[Total],,£23.10.6,,,,,78,42,,Cash,23,10,6,78,42,[Total],,
"Ledger C, 1790 - 1799: pg.45",Credit,Right,,,14,By Colo. John F. Mercer order pd to his Skipper for as pr rect,,,,,,,163,4,14 March 1798,Cash,,,,163,4,By Colonel John Francis Mercer order paid to his Skipper for as per receipt,,
"Ledger C, 1790 - 1799: pg.45",Credit,Right,,,17,By Charity,,,,,,,4,,17 March 1798,Cash,,,,4,,By Charity,,
"Ledger C, 1790 - 1799: pg.45",Credit,Right,,,“,x By Jas Anderson to be accd for,,,,,,,40,“,17 March 1798,Cash,,,,40,,x By James Anderson to be accounted for,,
"Ledger C, 1790 - 1799: pg.45",Credit,Right,,,“,By Miss Custis for a pr of Jumps,,,,,,,6,“,17 March 1796,Cash,,,,6,,By Miss Custis for a pair of Jumps,,
"Ledger C, 1790 - 1799: pg.45",Credit,Right,,x,18,By Doctr Stoy (of Lebanon Pennsylvania) for administering to Christopher supposed to be bitten by a mad dog,,,,,,,5,“,18 March 1798,Cash,,,,5,,By Doctor [Henry William] Stoy of (Lebanon Pennsylvania) for administering to Christopher supposed to be bitten by a mad dog,,
"Ledger C, 1790 - 1799: pg.46",Debit,Left,,,,,,,,,,,,,,Cash,,,,,,,,
"Ledger C, 1790 - 1799: pg.46",Debit,Left,1798,,,To Amount brought over,,,,,,,D,C,1798,Cash,,,,,,To Amount brought over,,
"Ledger C, 1790 - 1799: pg.46",Debit,Left,,May,12,To Wm Wilson for the payment of his note dated the 9th of March & payable @ 60 days paid into Bank (vide Bank Book),,,,,,,1500,“,12 May 1798,Cash,,,,1500,0,To William Wilson for the payment of his note dated the 9th of March & payable at 60 days paid into Bank (vide Bank Book),,
"Ledger C, 1790 - 1799: pg.46",Debit,Left,,,“,To Patton & Dykes for the payment of their Note dated the 17th Jany & payable in 120 days (vide Bank Book),,,,,,,1600,“,12 May 1798,Cash,,,,1600,0,To Patton & Dykes for the payment of their Note dated the 17th January & payable in 120 days (vide Bank Book),,
"Ledger C, 1790 - 1799: pg.46",Debit,Left,,,17,"To Rents of my land near monocasy in Maryland, recd from Mrs Priscilla Bell on acct of Rent due for the Tenement on which she lives",,,,,,,132,“,17 May 1798,Cash,,,,132,0,"To Rents of my land near Monocasy in Maryland, received from Mrs Priscilla Bell on account of Rent due for the Tenement on which she lives",,
"Ledger C, 1790 - 1799: pg.46",Debit,Left,,,22,To the Bank of Columbia for one half Years Dividend for my Stock therein,,,,,,,272,“,22 May 1798,Cash,,,,272,0,To the Bank of Columbia for one half Years Dividend for my Stock therein,,
"Ledger C, 1790 - 1799: pg.46",Debit,Left,,Apl-,11,"To Mr Jas Anderson, recd of him the $3 lent him on the 2d Inst as p. Contra",,,,,,,3,“,11 April 1798,Cash,,,,3,0,"To Mr James Anderson, received of him the $3 lent him on the 2nd Instance as per Contra",,
"Ledger C, 1790 - 1799: pg.46",Credit,Right,,,,,,,,,,,,,,Cash,,,,,,,,
"Ledger C, 1790 - 1799: pg.46",Credit,Right,1798,,,By Amount brot over,Folo,,,,,,D,C,1798,Cash,,,,,,By Amount brought over,,
"Ledger C, 1790 - 1799: pg.46",Credit,Right,,Mch,20,By Jas Anderson to pay for Rye bot of Messrs Mundell & Wade,,,,,,,225,“,20 March 1798,Cash,,,,225,,By James Anderson to pay for Rye bought of Messieurs Mundell & Wade,,
"Ledger C, 1790 - 1799: pg.46",Credit,Right,,,“,By Charity,,,,,,,2,“,20 March 1798,Cash,,,,2,,By Charity,,
"Ledger C, 1790 - 1799: pg.46",Credit,Right,,,27,By Geo. Page pd him the balance due for Rye,,,,,,,88,66,27 March 1798,Cash,,,,88,66,By George Page paid him the balance due for Rye,,
"Ledger C, 1790 - 1799: pg.46",Credit,Right,,,“,By Thomas Haley for 14 Busls Rye,,,,,,,9,33,27 March 1798,Cash,,,,9,33,By Thomas Haley for 14 Bushels Rye,,
"Ledger C, 1790 - 1799: pg.46",Credit,Right,,,30,By Jas Anderson,,,,,,,40,“,30 March 1798,Cash,,,,40,,By James Anderson,,
"Ledger C, 1790 - 1799: pg.46",Credit,Right,,,“,By Charity,,,,,,,1,25,30 March 1798,Cash,,,,1,25,By Charity,,
"Ledger C, 1790 - 1799: pg.46",Credit,Right,,,31,By Mrs Washington for Current Exps,,,,,,,50,“,31 March 1798,Cash,,,,50,,By Mrs Washington for Current Expenses,,
"Ledger C, 1790 - 1799: pg.46",Credit,Right,,Apl,2,By Jas Anderson lent him,,,,,,,3,“,2 April 1798,Cash,,,,3,,By James Anderson lent him,,
"Ledger C, 1790 - 1799: pg.46",Credit,Right,,,4,By do - for B Cawood,,,,,,,40,“,4 April 1798,Cash,,,,40,,By James Anderson for Beane Cawood,,
"Ledger C, 1790 - 1799: pg.46",Credit,Right,,,“,By a box to Sow Clover Seed,,,,,,,2,,4 April 1798,Cash,,,,2,,By a box to Sow Clover Seed,,
"Ledger C, 1790 - 1799: pg.46",Credit,Right,,,7,By Henson Emerson for 32 ½ bus Corn,,,,,,,18,40,7 April 1798,Cash,,,,18,40,By Henson Emerson for 32 ½ bushels Corn,,
"Ledger C, 1790 - 1799: pg.46",Credit,Right,,,11,By William Dandridge gave him,,,,,,,25,“,11 April 1798,Cash,,,,25,,By William Dandridge gave him,,
"Ledger C, 1790 - 1799: pg.46",Credit,Right,,,14,By 263 bus. Oyster Shells @ 5$,,,,,,,13,9,14 April 1798,Cash,,,,13,9,By 263 bushels Oyster Shells at 5$,,
"Ledger C, 1790 - 1799: pg.46",Credit,Right,,,16,By Bennett & Watts acct pd them,,,,,,,694,60,16 April 1798,Cash,,,,694,60,By Bennett & Watts account paid them,,
"Ledger C, 1790 - 1799: pg.46",Credit,Right,,,“,By exps to Alexandria,,,,,,,,50,16 April 1798,Cash,,,,,50,By expenses to Alexandria,,
"Ledger C, 1790 - 1799: pg.46",Credit,Right,,,18,By Wm Keating in full for weaving to this date,,,,,,,7,92,18 April 1798,Cash,,,,7,92,By William Keating in full for weaving to this date,,
"Ledger C, 1790 - 1799: pg.46",Credit,Right,,,20,By whip thongs 87 ½ Cents freight of Corn 50 Cts,,,,,,,1,37,20 April 1798,Cash,,,,1,37,By whip thongs 87 ½ Cents freight of Corn 50 Cents,,
"Ledger C, 1790 - 1799: pg.46",Credit,Right,,,30,By Mrs Washington gave her,,,,,,,30,“,30 April 1798,Cash,,,,30,,By Mrs Washington gave her,,
"Ledger C, 1790 - 1799: pg.46",Credit,Right,,May,2,By James Anderson,,,,,,,300,“,2 May 1798,Cash,,,,300,0,By James Anderson,,
"Ledger C, 1790 - 1799: pg.46",Credit,Right,,,6,By a Tin box for sowing clover seed,,,,,,,5,“,6 May 1798,Cash,,,,5,0,By a Tin box for sowing clover seed,,
"Ledger C, 1790 - 1799: pg.46",Credit,Right,,x,7,By reward for taking up Cesar a runaway,,,,,,,25,“,7 May 1798,Cash,,,,25,0,By reward for taking up Cesar a runaway,,
"Ledger C, 1790 - 1799: pg.46",Credit,Right,,,8,By Charity,,,,,,,1,“,8 May 1798,Cash,,,,1,0,By Charity,,
"Ledger C, 1790 - 1799: pg.46",Credit,Right,,,“,By Mrs Forbes on acct of wages,,,,,,,10,“,8 May 1798,Cash,,,,10,0,By Mrs [Eleanor] Forbes on account of wages,,
"Ledger C, 1790 - 1799: pg.46",Credit,Right,,,“,By Charity,,,,,,,1,“,8 May 1798,Cash,,,,1,0,By Charity,,
"Ledger C, 1790 - 1799: pg.46",Credit,Right,,,10,By G.W. Custis pd Richd Weightman his Tailors acct,,,,,,,7,26,10 May 1798,Cash,,,,7,26,By George Washington Custis paid Richard Weightman his Tailors account,,
"Ledger C, 1790 - 1799: pg.46",Credit,Right,,,14,By Thomson Mason Esq. pd him for wheat,,,,,,,64,33,14 May 1798,Cash,,,,64,33,By Thomson Mason Esquire paid him for wheat,,
"Ledger C, 1790 - 1799: pg.46",Credit,Right,,,24,By Charity,,,,,,,20,“,24 May 1798,Cash,,,,20,,By Charity,,
"Ledger C, 1790 - 1799: pg.46",Credit,Right,,,25,By exps on a trip to George Town,,,,,,,4,“,25 May 1798,Cash,,,,4,,By expenses on a trip to George Town,,
"Ledger C, 1790 - 1799: pg.46",Credit,Right,,,“,By Mrs Wn $14 Charity $2 Servts 75 Cts,,,,,,,16,75,25 May 1798,Cash,,,,16,75,By Mrs Washington $14 Charity $2 Servants 75 Cents,,
"Ledger C, 1790 - 1799: pg.46",Credit,Right,,,10,By Wm Wilson pd him in part for 400 Busls Salt,,,,,,,115,36,10 June 1798,Cash,,,,115,36,By William Wilson paid him in part for 400 Bushels Salt,,
"Ledger C, 1790 - 1799: pg.47",Debit,Left,,,,,,,,,,,,,,Cash,,,,,,,,
"Ledger C, 1790 - 1799: pg.47",Debit,Left,1798,,,To Amount brought over,,,,,,,D,C,1798,Cash,,,,,,To Amount brought over,,
"Ledger C, 1790 - 1799: pg.47",Debit,Left,,June,6,"To Daniel MCarty Chichester, ecd of him for a young Jack Sold him",,,,,,,83,33,6 June 1798,Cash,,,,83,33,"To Daniel McCarty Chichester, received of him for a young Jack Sold him",,
"Ledger C, 1790 - 1799: pg.47",Debit,Left,,,8,To Wm Wilson recd of him in payment of his notes dated the 9th of March and payable in 120 days (vide Bank Book),,,,,,,1500,“,8 June 1798,Cash,,,,1500,0,To William Wilson received of him in payment of his notes dated the 9th of March and payable in 120 days (vide Bank Book),,
"Ledger C, 1790 - 1799: pg.47",Debit,Left,,,9,To Rents on my land near Monocasy in Maryland recd from Mrs Pricilla Bell on acct of Rent due for the Tenement on which she lives,,,,,,,40,,9 June 1798,Cash,,,,40,0,To Rents on my land near Monocasy in Maryland received from Mrs Priscilla Bell on account of Rent due for the Tenement on which she lives,,
"Ledger C, 1790 - 1799: pg.47",Debit,Left,,July,20,To the Bank of Alexandria for a half Years Interest on my Stock therein,,,,,,,,,20 July 1798,Cash,,,,,,To the Bank of Alexandria for a half Years Interest on my Stock therein,,
"Ledger C, 1790 - 1799: pg.47",Debit,Left,,,,To Jos Riddle recd of him for one half Years Rent of my house in Alexandria which is in full,,,,,,,100,“,20 July 1798,Cash,,,,100,0,To Joseph Riddle received of him for one half Years Rent of my house in Alexandria which is in full,,
"Ledger C, 1790 - 1799: pg.47",Debit,Left,,Augt,10,To the Estate of John P. Custis recd of David Stuart esq. on acct of my annuity,,,,,,,578,“,10 August 1798,Cash,,,,578,0,To the Estate of John Parke Custis received of David Stuart esquire on account of my annuity,,
"Ledger C, 1790 - 1799: pg.47",Debit,Left,,June,16,To Mr Russell of Alexandria recd from him $200 and Interest thereon $1.50,,,,,,,201,50,16 June 1798,Cash,,,,201,50,To Mr [James] Russell of Alexandria received from him $200 and Interest thereon $1.50,,
"Ledger C, 1790 - 1799: pg.47",Debit,Left,,,19,To Rents of my land near Monocasy in Maryland recd from John Waring thro' the hands of Colo Francis Deakins on a/c of Rent,,,,,,,79,“,19 June 1798,Cash,,,,79,0,To Rents of my land near Monocasy in Maryland received from John Waring through the hands of Colonel Francis Deakins on account of Rent,,
"Ledger C, 1790 - 1799: pg.47",Credit,Right,,,,,,,,,,,,,,Cash,,,,,,,,
"Ledger C, 1790 - 1799: pg.47",Credit,Right,1798,,,By Amount brot over,Folo,,,,,,D,C,6 June 1798,Cash,,,,,,By Amount brought over,,
"Ledger C, 1790 - 1799: pg.47",Credit,Right,,June,6,By Charity,,,,,,,2,50,14 June 1798,Cash,,,,2,50,By Charity,,
"Ledger C, 1790 - 1799: pg.47",Credit,Right,,,14,By Mr Smith for Plank & Scantling,,,,,,,183,65,18 June 1798,Cash,,,,183,65,By Mr [Alexander] Smith for Plank & Scantling,,
"Ledger C, 1790 - 1799: pg.47",Credit,Right,,,18,By James Anderson to be accd for,,,,,,,30,,18 June 1798,Cash,,,,30,0,By James Anderson to be accounted for,,
"Ledger C, 1790 - 1799: pg.47",Credit,Right,,,22,By Thomson Mason Esq. in full for wheat delivered into my Mill,,,,,,,645,20,22 June 1798,Cash,,,,645,20,By Thomson Mason Esquire in full for wheat delivered into my Mill,,
"Ledger C, 1790 - 1799: pg.47",Credit,Right,,,26,By 223 bus Oyster Shells & I doz Chickens,,,,,,,12,81,26 June 1798,Cash,,,,12,81,By 223 bushels Oyster Shells & I dozen Chickens,,
"Ledger C, 1790 - 1799: pg.47",Credit,Right,,,28,By Charity at Sundry Times,,,,,,,4,“,28 June 1798,Cash,,,,4,0,By Charity at Sundry Times,,
"Ledger C, 1790 - 1799: pg.47",Credit,Right,,July,4,By Exps at Alexandria,,,,,,,4,“,4 July 1798,Cash,,,,4,0,By Expenses at Alexandria,,
"Ledger C, 1790 - 1799: pg.47",Credit,Right,,,9,By Wm Wilson pd him the bale due for Salt,,,,,,,115,36,9 July 1798,Cash,,,,115,36,By William Wilson paid him the balance due for Salt,,
"Ledger C, 1790 - 1799: pg.47",Credit,Right,,x,10,By Jno. Cosley for Superintending my Cradlers at harvest,,,,,,,81,85,10 July 1798,Cash,,,,81,85,By John Cosley for Superintending my Cradlers at harvest,,
"Ledger C, 1790 - 1799: pg.47",Credit,Right,,,16,By Jas Anderson,,,,,,,275,“,16 July 1798,Cash,,,,275,0,By James Anderson,,
"Ledger C, 1790 - 1799: pg.47",Credit,Right,,,21,By Charity $1 (10th) By charity omitted $2,,,,,,,3,“,21 July 1798,Cash,,,,3,0,By Charity $1 (10th) By charity omitted $2,,
"Ledger C, 1790 - 1799: pg.47",Credit,Right,,,23,By Mrs  Murray to pay bale due for Books the Weaver,,,,,,,5,“,23 July 1798,Cash,,,,5,0,By Mrs  Murray to pay balance due for Books the Weaver,,
"Ledger C, 1790 - 1799: pg.47",Credit,Right,,,29,By James Lawson pd him on a/c,,,,,,,12,,29 July 1798,Cash,,,,12,0,By James Lawson paid him on account,,
"Ledger C, 1790 - 1799: pg.47",Credit,Right,,x,30,By Geo W. Custis sent to Mr McDowell President of St John College at Anapolis for his Acct,,,,,,,105,“,30 July 1798,Cash,,,,105,0,By George Washington Custis sent to Mr [John] McDowell President of St John College at Annapolis for his Account,,
"Ledger C, 1790 - 1799: pg.47",Credit,Right,,Augt,“,By Miss Custis,,,,,,,15,“,August 1798,Cash,,,,15,0,By Miss Custis,,
"Ledger C, 1790 - 1799: pg.47",Credit,Right,,,11,By Jno. Gadsby Pd his acts,,,,,,,10,73,11 August 1798,Cash,,,,10,73,By John Gadsby Paid his accounts,,
"Ledger C, 1790 - 1799: pg.47",Credit,Right,,,“,By Saml Kirk Tailor pd his act,,,,,,,14,67,11 August 1798,Cash,,,,14,67,By Samuel Kirk Tailor paid his account,,
"Ledger C, 1790 - 1799: pg.47",Credit,Right,,,13,By Geo. W. Custis gave him,,,,,,,10,“,13 August 1798,Cash,,,,10,0,By George Washington Custis gave him,,
"Ledger C, 1790 - 1799: pg.47",Credit,Right,,,,By Jas Keith Esq. pd him for drawing writings between Mr Archibald McLean and myself,,,,,,,5,“,13 August 1798,Cash,,,,5,0,By James Keith Esquire paid him for drawing writings between Mr Archibald McLean and myself,,
"Ledger C, 1790 - 1799: pg.47",Credit,Right,,,“,By Charity,,,,,,,5,“,13 August 1798,Cash,,,,5,0,By Charity,,
"Ledger C, 1790 - 1799: pg.47",Credit,Right,,,18,By Wm Booker for a Rawhide band for the threshing machine & for his trouble & exps in coming up to alter the same,,,,,,,25,“,18 August 1798,Cash,,,,25,0,By William Booker for a Rawhide band for the threshing machine & for his trouble & expenses in coming up to alter the same,,
"Ledger C, 1790 - 1799: pg.47",Credit,Right,,,15,X By Genl Spotswood pd him for a bay horse,,,,,,,300,“,15 August 1798,Cash,,,,300,0,X By General [Alexander] Spotswood paid him for a bay horse,,
"Ledger C, 1790 - 1799: pg.48",Debit,Left,,,,,,,,,,,,,,Cash,,,,,,,,
"Ledger C, 1790 - 1799: pg.48",Debit,Left,1798,,,To Amount brought over,,,,,,,D,C,1798,Cash,,,,,,To Amount brought over,,
"Ledger C, 1790 - 1799: pg.48",Debit,Left,,Sepr,1,To Mr Robert Lewis recd from him on acct of his collection of my Rents,,,,,,,809,“,1 September 1798,Cash,,,,809,0,To Mr Robert Lewis received from him on account of his collection of my Rents,,
"Ledger C, 1790 - 1799: pg.48",Debit,Left,,,6,To the Estate of Matthew Ritchie esq decd received from Judge Adison thro' the hands of Colo. Pickering on acct of Lands Sold by me to Said Matthew Ritchie in Washington County Pennsylvania,,,,,,,1700,“,6 September 1798,Cash,,,,1700,0,To the Estate of Matthew Ritchie esquire decd received from Judge Addison through the hands of Colonel Pickering on account of Lands Sold by me to Said Matthew Ritchie in Washington County Pennsylvania,,
"Ledger C, 1790 - 1799: pg.48",Debit,Left,,,24,To Jas Anderson recd of him a bale remaining in his hands of the $105 as p. Contra,,,,,,,4,“,24 September 1798,Cash,,,,4,0,To James Anderson received of him a balance remaining in his hands of the $105 as per Contra,,
"Ledger C, 1790 - 1799: pg.48",Credit,Right,,,,,,,,,,,,,,Cash,,,,,,,,
"Ledger C, 1790 - 1799: pg.48",Credit,Right,1798,,,By Amount brot over,Folo,,,,,,D,C,1798,Cash,,,,,,By Amount brought over,,
"Ledger C, 1790 - 1799: pg.48",Credit,Right,,Augt,26,By Sundries pd by Mr Tho Peter on my acct for which I had put money into his hands as pr Cash memorandum,,,,,,,18,“,26 August 1798,Cash,,,,18,0,By Sundries paid by Mr Thomas Peter on my account for which I had put money into his hands as per Cash memorandum,,
"Ledger C, 1790 - 1799: pg.48",Credit,Right,,Sepr,1,By James Anderson to be accd for,,,,,,,20,“,1 September 1798,Cash,,,,20,0,By James Anderson to be accounted for,,
"Ledger C, 1790 - 1799: pg.48",Credit,Right,,,“,By Mrs Washington gave her for family Purposes,,,,,,,103,25,1 September 1798,Cash,,,,103,25,By Mrs Washington gave her for family Purposes,,
"Ledger C, 1790 - 1799: pg.48",Credit,Right,,,2,By Charity,,,,,,,7,“,2 September 1798,Cash,,,,7,0,By Charity,,
"Ledger C, 1790 - 1799: pg.48",Credit,Right,,,6,By Colo.  Biddle pd him by Colo. Pickering with monies recd by him from  Ritchie,,,,,,,200,“,6 September 1798,Cash,,,,200,0,By Colonel Clement Biddle paid him by Colonel [Timothy] Pickering with monies received by him from Matthew Ritchie,,
"Ledger C, 1790 - 1799: pg.48",Credit,Right,,,10,By a do to the  Inhabitants of Phila sent to Mr Jones,,,,,,,200,“,10 September 1798,Cash,,,,200,0,By a donation to the distressed Inhabitants of Philadelphia sent to Mr Jones,,
"Ledger C, 1790 - 1799: pg.48",Credit,Right,,,11,By Mrs F pd her in full for services to the 12th Instt,,,,,,,71,23,11 September 1798,Cash,,,,71,23,By Mrs F paid her in full for services to the 12th Instance,,
"Ledger C, 1790 - 1799: pg.48",Credit,Right,,,14,By Alexr Smith pd him for 1850 feet 5/4 plank,,,,,,,40,8,14 September 1798,Cash,,,,40,8,By Alexander Smith paid him for 1850 feet 5/4 plank,,
"Ledger C, 1790 - 1799: pg.48",Credit,Right,,,15,By James Anderson to be accd for,,,,,,,30,“,15 September 1798,Cash,,,,30,0,By James Anderson to be accounted for,,
"Ledger C, 1790 - 1799: pg.48",Credit,Right,,,17,By G.W.  to pay exps & acct at Anapolis,,,,,,,20,“,17 September 1798,Cash,,,,20,0,By George Washington Custis to pay expenses & account at Annapolis,,
"Ledger C, 1790 - 1799: pg.48",Credit,Right,,,18,By Jas wson pd him on accts of work done on the Mill Race,,,,,,,80,“,18 September 1798,Cash,,,,80,0,By James Lawson paid him on accounts of work done on the Mill Race,,
"Ledger C, 1790 - 1799: pg.48",Credit,Right,,,20,By Jas Anderson to pay freight of Corn from York River,,,,,,,105,“,20 September 1798,Cash,,,,105,0,By James Anderson to pay freight of Corn from York River,,
"Ledger C, 1790 - 1799: pg.48",Credit,Right,,x,22,By Exps to the Federal City,,,,,,,7,42,22 September 1798,Cash,,,,7,42,By Expenses to the Federal City,,
"Ledger C, 1790 - 1799: pg.48",Credit,Right,,x,24,By 2 Standards bought in Phila presented by Mrs W-n & Miss Custis to the Troops in Alexandria,,,,,,,100,“,24 September 1798,Cash,,,,100,0,By 2 Standards bought in Philadelphia presented by Mrs Washington & Miss Custis to the Troops in Alexandria,,
