BK_SOURCE,BK_DEBIT_CREDIT,BK_SOURCE,Year,Month,Day,entry,Page,,£,£,sh,d,$,¢,BK_WHEN,BK_ECONOMIC_UNIT,BK_MONEY,BK_MONEY,BK_MONEY,BK_MONEY,BK_MONEY,BK_ENTRY,,
"Ledger B, 1772 - 1793: pg.259",Debit,Left,,,26,To Cash pd you,264,,,6,0,0,,,26 February 1788,"Lear, Tobias",6,0,0,,,To Cash paid you,,
"Ledger B, 1772 - 1793: pg.259",Debit,Left,,March,17th,To Cash pd you,264,,,0,12,0,,,17 March 1788,"Lear, Tobias",0,12,0,,,To Cash paid you,,
"Ledger B, 1772 - 1793: pg.259",Debit,Left,,May,2d,To Cash pd you,265,,,7,4,0,,,2 May 1788,"Lear, Tobias",7,4,0,,,To Cash paid you,,
"Ledger B, 1772 - 1793: pg.259",Debit,Left,,,,To work done for you by my Shoemaker & Taylor since the 1st day of Jany last—as per Acct,,,,1,16,9,,,2 May 1788,"Lear, Tobias",1,16,9,,,To work done for you by my Shoemaker & Tailor since the 1st day of January last—as per Account,,
"Ledger B, 1772 - 1793: pg.259",Debit,Left,,,10,To Cash pd you,269,,,4,10,0,,,10 May 1788,"Lear, Tobias",4,10,0,,,To Cash paid you,,
"Ledger B, 1772 - 1793: pg.259",Debit,Left,,,,To a Bank Note of 80 Dollars pd you,269,,,24,0,0,,,10 May 1788,"Lear, Tobias",24,0,0,,,To a Bank Note of 80 Dollars paid you,,
"Ledger B, 1772 - 1793: pg.259",Debit,Left,,Decr,25,To Cash pd you,276,,,,12,,,,25 December 1788,"Lear, Tobias",,12,,,,To Cash paid you,,
"Ledger B, 1772 - 1793: pg.259",Debit,Left,1789,January,10,To Cash pd you,276,,,6,,,,,10 January 1789,"Lear, Tobias",6,,,,,To Cash paid you,,
"Ledger B, 1772 - 1793: pg.259",Debit,Left,,February,24,To ditto pd you,277,,,2,17,6,,,24 February 1789,"Lear, Tobias",2,17,6,,,To Cash paid you,,
"Ledger B, 1772 - 1793: pg.259",Debit,Left,,March,4,To ditto pd you,277,,,4,13,6,,,4 March 1789,"Lear, Tobias",4,13,6,,,To Cash paid you,,
"Ledger B, 1772 - 1793: pg.259",Debit,Left,,,9 & 14,To ditto pd you £3.16.5 and 4.6.41/2,300,,,8,2,9 1/2,,,9 March 1789, 14 March 1789,"Lear, Tobias",8,2,"9,5",,,To Cash paid you £3.16.5 and 4.6.4 1/2,
"Ledger B, 1772 - 1793: pg.259",Debit,Left,,,,To Balance carried forward to Ledger C,,,,28,14,11,,,March 1789,"Lear, Tobias",28,14,11,,,To Balance carried forward to Ledger C,,
"Ledger B, 1772 - 1793: pg.259",Debit,Left,,,,[Total],,,£,184,8,3,,,,"Lear, Tobias",184,8,3,,,[Total],,
"Ledger B, 1772 - 1793: pg.259",Debit,Left,,,,,,,,,,,,,,,,,,,,,,
"Ledger B, 1772 - 1793: pg.259",Debit,Left,1784,Septr,24,To Cash gave you to bring Ejectmts & prosecute my Land Suit in Washton Cty,200,Pensya Curry £17.12.0,,,,,,,24 September 1784,,17,12,0,,,To Cash gave you to bring Ejectments & prosecute my Land Suit in Washington County £17.12.0 Pennsylvania Currency,,
"Ledger B, 1772 - 1793: pg.259",Debit,Left,1787,May,12,"To Notes, Bonds & Debts due to me, put into your hands by Majr Thos Freeman, my Agent in Fayette County State of Pensylvania, to recover for me as appears by his letter of this date to me",,533.19.0,,,,,,,12 May 1787,,533,19,0,,,"To Notes, Bonds & Debts due to me, put into your hands by Major Thomas Freeman, my Agent in Fayette County State of Pennsylvania, to recover for me as appears by his letter of this date to me",,
"Ledger B, 1772 - 1793: pg.259",Debit,Left,,,,Amot carried forwd -,355,£551.11.0,,,,,,,,,551,11,0,,,Amount carried forward,,
"Ledger B, 1772 - 1793: pg.259",Credit,Right,,,,,,,,,,,,,,"Lear, Tobias",,,,,,,,
"Ledger B, 1772 - 1793: pg.259",Credit,Right,1788,Jany,1,By Amount brot forward from Folio,229,,£,60,0s.,0d.,,,1 January 1788,"Lear, Tobias",60,0,0,,,By Amount brought forward from Folio,,
"Ledger B, 1772 - 1793: pg.259",Credit,Right,,May.,12,By Tayler and Shoemakers Accts deducted—no charge will be made therefor—being no expence to me viz. £7.12.[0] and £1:16.9,,,,9,8,3,,,12 May 1788,"Lear, Tobias",9,8,3,,,By Tailer and Shoemakers Accounts deducted - no charge will be made therefore - being no expense to me videlicet £7.12.[0] and £1.16.9,,
"Ledger B, 1772 - 1793: pg.259",Credit,Right,,May,31,By one years services ending this date,,,,60,,,,,31 May 1788,"Lear, Tobias",60,,,,,By one year's services ending this date,,
"Ledger B, 1772 - 1793: pg.259",Credit,Right,1789,May,1,"By eleven month's services, vz. to the time of your commencing your salary with me at New York",,,,55,,,,,1 May 1789,"Lear, Tobias",55,,,,,"By eleven month's services, videlicet to the time of your commencing your salary with me at New York",,
"Ledger B, 1772 - 1793: pg.259",Credit,Right,,,,[Total],,,£,184,8,3,,,,"Lear, Tobias",184,8,3,,,[Total],,
"Ledger B, 1772 - 1793: pg.259",Credit,Right,,,,,,,,,,,,,,,,,,,,,,
"Ledger B, 1772 - 1793: pg.259",Credit,Right,1787,June—,13th,By Cash recd from you for a debt recovered of Cunningham in Washington Cty,253,Pensya Curry £12.10.0,,,,,,,13 June 1787,,12,10,0,,,By Cash received from you for a debt recovered of Cunningham in Washington County,,
"Ledger B, 1772 - 1793: pg.259",Credit,Right,,,,By Interest on ditto,,01.10.2000,,,,,,,13 June 1787,,1,10,0,,,By Interest on a debt recovered of Cunningham in Washington County,,
"Ledger B, 1772 - 1793: pg.259",Credit,Right,,Decr—,4,By Cash recd thro. the hds of Colo. Smith of Baltimore,257,75.15.10,,,,,,,4 December 1787,,75,15,10,,,By Cash received through the hands of Colonel Smith of Baltimore,,
"Ledger B, 1772 - 1793: pg.259",Credit,Right,1788,March,4,By Cash put into the hands of Clement Biddle Esqr. in Philadelphia on my Acct,,192.13.4,,,,,,,4 March 1788,,192,13,4,,,By Cash put into the hands of Clement Biddle Esquire in Philadelphia on my Account,,
"Ledger B, 1772 - 1793: pg.259",Credit,Right,,,,By Cash retained in your hands as a Compensation for yourself & Mr Ross for your trouble &c. in prosecutg my Land suit in Washington Cty—Pensylvania £50 each,,100.0.0,,,,,,,4 March 1788,,100,0,0,,,By Cash retained in your hands as a Compensation for yourself & Mr Ross for your trouble et cetera in prosecuting my Land suit in Washington County - Pennsylvania £50 each,,
"Ledger B, 1772 - 1793: pg.259",Credit,Right,,,,By Counterfiet money recd on my acct which the mode of your collecting my money would render unjustifiable in throwing it upon you,,07.06.2008,,,,,,,4 March 1788,,7,6,8,,,By Counterfeit money received on my account which the mode of your collecting my money would render unjustifiable in throwing it upon you,,
"Ledger B, 1772 - 1793: pg.259",Credit,Right,,Augt,,By Cash sent to Colo. Biddle on my acct,,50.0.2,,,,,,,August 1788,,50,0,2,,,By Cash sent to Colonel Biddle on my account,,
"Ledger B, 1772 - 1793: pg.259",Credit,Right,,,,Amot carrid forward,355,439.16.0,,,,,,,,,439,16,0,,,Amount carried forward,,
"Ledger B, 1772 - 1793: pg.260",Debit,Left,,,,,,,,,,,,,,,,,,,,,,
"Ledger B, 1772 - 1793: pg.260",Debit,Left,1788,Jany,1,To Amount of your debt brought forwd from,Fol. 209,,£,110,11,6,,,1 January 1788,,110,11,6,,,To Amount of your debit brought forward from,,
"Ledger B, 1772 - 1793: pg.260",Debit,Left,,March,5th,To Cash pd you on Acct of wages,264,,,3,10,0,,,5 March 1788,,3,10,0,,,To Cash paid you on Account of wages,,
"Ledger B, 1772 - 1793: pg.260",Debit,Left,,May,29,To ditto pd you on Acct of ditto,269,,,8,14,0,,,29 May 1788,,8,14,0,,,To Cash paid you on Account of wages,,
"Ledger B, 1772 - 1793: pg.260",Debit,Left,,Sepr,22,To ditto pd you on acct of ditto,270,,,10,14,10 ½,,,22 September 1788,,10,14,"10,5",,,To Cash paid you on account of wages,,
"Ledger B, 1772 - 1793: pg.260",Debit,Left,1789,February,6,To ditto pd you on acct of ditto,276,,,1,16,,,,6 February 1789,,1,16,,,,To Cash paid you on account of wages,,
"Ledger B, 1772 - 1793: pg.260",Debit,Left,,,,[Total],,,,135,6,4 1/2,,,,,135,6,"4,5",,,[Total],,
"Ledger B, 1772 - 1793: pg.260",Debit,Left,1789,March,1,Balance due you to this date as per Contra,,,,73,14,11 1/4,,,1 March 1789,,73,14,"11,25",,,Balance due you to this date as per Contra,,
"Ledger B, 1772 - 1793: pg.260",Debit,Left,,,,[Total],,,£,208,1,3 3/4,,,,,208,1,"3,75",,,[Total],,
"Ledger B, 1772 - 1793: pg.260",Debit,Left,,June,11,To Cash paid you on acct of wages as pr Rect,305,,,9,12,,,,11 June 1789,,9,12,,,,To Cash paid you on account of wages as per Receipt,,
"Ledger B, 1772 - 1793: pg.260",Debit,Left,,July,3,To ditto paid you on acct of ditto as pr ditto,305,,,50,,,,,3 July 1789,,50,,,,,To Cash paid you on account of wages as per Receipt,,
"Ledger B, 1772 - 1793: pg.260",Debit,Left,,Augt,11,To ditto paid for a Bridle,306,,,,6,,,,11 August 1789,,,6,,,,To Cash paid for a Bridle,,
"Ledger B, 1772 - 1793: pg.260",Debit,Left,1790,Augt,28*,To ditto paid Charles by Your order,319,,,,12,,,,28 August 1790,,,12,,,,To Cash paid Charles by Your order,,
"Ledger B, 1772 - 1793: pg.260",Debit,Left,,,29,To Cash pd You in full of all demands as pr Rect,,,,100,8, 1/4,,,29 August 1790,,100,8,"0,25",,,To Cash paid You in full of all demands as per Receipt,,
"Ledger B, 1772 - 1793: pg.260",Debit,Left,,,,[Total],,,,160,18,01.Apr,,,,,160,18,"0,25",,,[Total],,
"Ledger B, 1772 - 1793: pg.260",Debit,Left,,,,,,,,,,,,,,"Fairfax, Hezekiah",,,,,,,,
"Ledger B, 1772 - 1793: pg.260",Debit,Left,1788,May,9,To 8500 Herrings  @ 5/,,,,2,2,6,,,9 May 1788,"Fairfax, Hezekiah",2,2,6,,,To 8500 Herrings at 5 shillings,,
"Ledger B, 1772 - 1793: pg.260",Debit,Left,,Septr—,7,To Cash pd you on Acct,270,,,14,10,0,,,7 September 1788,"Fairfax, Hezekiah",14,10,0,,,To Cash paid you on Account,,
"Ledger B, 1772 - 1793: pg.260",Debit,Left,1789,March,11,To Cash pd your brother J. Fairfax in full of your Acct,300,,,8,10,01.Apr,,,11 March 1789,"Fairfax, Hezekiah",8,10,"0,25",,,To Cash paid your brother John Fairfax in full of your Account,,
"Ledger B, 1772 - 1793: pg.260",Debit,Left,,,,[Total],,,£,25,2,6 1/4,,,,"Fairfax, Hezekiah",25,2,"6,25",,,[Total],,
"Ledger B, 1772 - 1793: pg.260",Debit,Left,,,,,,,,,,,,,,,,,,,,,,
"Ledger B, 1772 - 1793: pg.260",Debit,Left,1787,June,8,To Cash put into your hands to be drawn for occasionally,253,Pensya Curry  £410.12.0,,,,,,,8 June 1787,,410,12,0,,,To Cash put into your hands to be drawn for occasionally,,
"Ledger B, 1772 - 1793: pg.260",Debit,Left,,,,To ditto put into do as above,253,125.0.0,,,,,,,8 June 1787,,125,0,0,,,To Cash put into your hands as above,,
"Ledger B, 1772 - 1793: pg.260",Debit,Left,,Septr,18,"To a Bill of Exchge drawn by me in your favor upon Wakelin Welch Esq. & Son, in London, for £100 Sterlg",,175.0.0,,,,,,,18 September 1787,,175,0,0,,,"To a Bill of Exchange drawn by me in your favor upon Wakelin Welch Esquire & Son, in London, for £100 Sterling",,
"Ledger B, 1772 - 1793: pg.260",Debit,Left,,June,8th,To Mr Wm Hunters draft on you,,50.0.0,,,,,,,8 June 1787,,50,0,0,,,To Mr William Hunter's draft on you,,
"Ledger B, 1772 - 1793: pg.260",Debit,Left,,,27,To a Draft on you by Mr Al[e]xander,,115.0.5,,,,,,,27 June 1787,,115,0,5,,,To a Draft on you by Mr Alexander,,
"Ledger B, 1772 - 1793: pg.260",Debit,Left,,,,[Total],,£875.12.6,,,,,,,,,875,12,6,,,[Total],,
"Ledger B, 1772 - 1793: pg.260",Debit,Left,,,,N.B. The two last Charges were not entered in the Cash Memora[n]dum & were therfore omitted—till a further investigation,,,,,,,,,,,,,,,,Nota Bene The two last Charges were not entered in the Cash Memorandum & were therefore omitted - until a further investigation,,
"Ledger B, 1772 - 1793: pg.260",Credit,Right,,,,,,,,,,,,,,,,,,,,,,
"Ledger B, 1772 - 1793: pg.260",Credit,Right,1788,Jany,1,By Amount of your Credit brought forward from,Fol. 209,,£,147,11,0,,,1 January 1788,,147,11,0,,,By Amount of your Credit brought forward from,,
"Ledger B, 1772 - 1793: pg.260",Credit,Right,,Sepr,23,By one years services from the same date of 1787.,,,,40,0,0,,,23 September 1788,,40,0,0,,,By one years services from the same date of 1787.,,
"Ledger B, 1772 - 1793: pg.260",Credit,Right,89,March,1,By 5 Months & 5 days services from the last to the prest date @ £50,,,,21,10,3 3/4,,,1 March 1789,,21,10,"3,75",,,By 5 Months & 5 days services from the last to the present date at £50,,
"Ledger B, 1772 - 1793: pg.260",Credit,Right,,,,[Total],,,,209,1,3 3/4,,,,,209,1,"3,75",,,[Total],,
"Ledger B, 1772 - 1793: pg.260",Credit,Right,,,,By Balance due you,,,,73,14,11 1/4,,,,,73,14,"11,25",,,By Balance due you,,
"Ledger B, 1772 - 1793: pg.260",Credit,Right,1790,Novr,29,By 18 Months & 28 Days services from the 1st March 1789 to the present date @ 50£,,,,87,3,01.Feb,,,29 November 1790,,87,3,"0,5",,,By 18 Months & 28 Days services from the 1st March 1789 to the present date at 50£,,
"Ledger B, 1772 - 1793: pg.260",Credit,Right,,,,[Total],,,,160,18,01.Apr,,,,,160,18,"0,25",,,[Total],,
"Ledger B, 1772 - 1793: pg.260",Credit,Right,,,,,,,,,,,,,,"Fairfax, Hezekiah",,,,,,,,
"Ledger B, 1772 - 1793: pg.260",Credit,Right,1788,May,1st,By Balance due you as per my mill-book,,,,25,2,6 1/4,,,1 May 1788,"Fairfax, Hezekiah",25,2,"6,25",,,By Balance due you as per my mill-book,,
"Ledger B, 1772 - 1793: pg.260",Credit,Right,,,,,,,,,,,,,,,,,,,,,,
"Ledger B, 1772 - 1793: pg.260",Credit,Right,1787,June,16,By Cash drawn out of your hands,253,Pensya Curry 315.0.0,,,,,,,16 June 1787,,315,0,0,,,By Cash drawn out of your hands,,
"Ledger B, 1772 - 1793: pg.260",Credit,Right,,,26,By Ditto,254,100.0.0,,,,,,,26 June 1787,,100,0,0,,,By Cash,,
"Ledger B, 1772 - 1793: pg.260",Credit,Right,,July,5,By Ditto,254,105.0.0,,,,,,,5 July 1787,,105,0,0,,,By Cash,,
"Ledger B, 1772 - 1793: pg.260",Credit,Right,,Augt,10,By Ditto,,180.12.6,,,,,,,10 August 1787,,180,12,6,,,By Cash,,
"Ledger B, 1772 - 1793: pg.260",Credit,Right,,Septr,18,By Ditto recd for a Bill of Exchge drawn by me on Wakelin Welch Esqr. & Son in your favor for £100 Sterling,255,175.0.0,,,,,,,18 September 1787,,175,0,0,,,By Cash received for a Bill of Exchange drawn by me on Wakelin Welch Esquire & Son in your favor for £100 Sterling,,
"Ledger B, 1772 - 1793: pg.260",Credit,Right,,,,[Total],,£875.12.6,,,,,,,,,875,12,6,,,[Total],,
"Ledger B, 1772 - 1793: pg.261",Debit,Left,,,,,,,,,,,,,,"Biddle, Clement",,,,,,,,
"Ledger B, 1772 - 1793: pg.261",Debit,Left,1787,,,To amount brot forward from,Fol. 244,Pensya Curry 247.15.10 1/4,,,,,,,1787,"Biddle, Clement",247,15,"10,25",,,To amount brought forward from,,
"Ledger B, 1772 - 1793: pg.261",Debit,Left,,Augt,10,To Cash pd you in Philadelphia,254,11.05.2000,,,,,,,10 August 1787,"Biddle, Clement",11,5,0,,,To Cash paid you in Philadelphia,,
"Ledger B, 1772 - 1793: pg.261",Debit,Left,,,31,To Ditto pd you in Ditto,255,18.15.0,,,,,,,31 August 1787,"Biddle, Clement",18,15,0,,,To Cash paid you in Philadelphia,,
"Ledger B, 1772 - 1793: pg.261",Debit,Left,,,,To Interest drawn on my Certiftn in yr hands,,,,,,,,,31 August 1787,"Biddle, Clement",,,,,,To Interest drawn on my Certification in your hands,,
"Ledger B, 1772 - 1793: pg.261",Debit,Left,1788,March,4,To Cash recd of Thomas Smith Esqr. on my Acct as per your letter of 5th Inst.,,192.13.4,,,,,,,4 March 1788,"Biddle, Clement",192,13,4,,,To Cash received of Thomas Smith Esquire on my Account as per your letter of 5th Instant,,
"Ledger B, 1772 - 1793: pg.261",Debit,Left,,,25,To a Bank-bill for 40 Dols. sent you,,15.0.0,,,,,,,25 March 1788,"Biddle, Clement",15,0,0,,,To a Bank bill for 40 Dollars sent you,,
"Ledger B, 1772 - 1793: pg.261",Debit,Left,,Apl,6,To Cash on one year's Intt on my Certificate of £127.6.11 in paper is £7.12.10 @ 1/3 discount in Specie amounts to,,05.01.2010,,,,,,,6 April 1788,"Biddle, Clement",5,1,10,,,To Cash on one year's Interest on my Certificate of £127.6.11 in paper is £7.12.10 at 1/3 discount in Specie amounts to,,
"Ledger B, 1772 - 1793: pg.261",Debit,Left,,,,[Total],,490.11.0 1/4,,,,,,,,"Biddle, Clement",490,11,"0,25",,,[Total],,
"Ledger B, 1772 - 1793: pg.261",Debit,Left,,,,To Balance carried to New Acct,274,8.9.8 3/4,,,,,,,,"Biddle, Clement",8,9,"8,75",,,To Balance carried to New Account,,
"Ledger B, 1772 - 1793: pg.261",Debit,Left,,,,[Total],,499.0.9,,,,,,,,"Biddle, Clement",499,0,9,,,[Total],,
"Ledger B, 1772 - 1793: pg.261",Credit,Right,,,,,,,,,,,,,,"Biddle, Clement",,,,,,,,
"Ledger B, 1772 - 1793: pg.261",Credit,Right,1787,,,By Amount of your Acct brot forward,244,Pensya Currency. Specie £249.7.9,,,,,,,1787,"Biddle, Clement",249,7,9,,,By Amount of your Account brought forward,,
"Ledger B, 1772 - 1793: pg.261",Credit,Right,,Augt,10,By Cash pd for an Art of Speaking,,0.4.0,,,,,,,10 August 1787,"Biddle, Clement",0,4,0,,,By Cash paid for an Art of Speaking,,
"Ledger B, 1772 - 1793: pg.261",Credit,Right,,,,By Thompsons Seasons,,0.11.0,,,,,,,10 August 1787,"Biddle, Clement",0,11,0,,,By Thompson's Seasons,,
"Ledger B, 1772 - 1793: pg.261",Credit,Right,,,,By Gutheries Geography,,0.18.9,,,,,,,10 August 1787,"Biddle, Clement",0,18,9,,,By Gutheries Geography,,
"Ledger B, 1772 - 1793: pg.261",Credit,Right,,,,By 200 Pickled Walnuts @ 40/  Paper  £4.0.0,,,,,,,,,10 August 1787,"Biddle, Clement",4,0,0,,,By 200 Pickled Walnuts at 40 shillings,,
"Ledger B, 1772 - 1793: pg.261",Credit,Right,,,,By 6 large Bottles  @ 6d.   0.3.0 [Paper],,,,,,,,,10 August 1787,"Biddle, Clement",0,3,0,,,By 6 large Bottles at 6 pence,,
"Ledger B, 1772 - 1793: pg.261",Credit,Right,,,,By 1 Bottle & India Mangoes    0.7.6 [Paper],,,,,,,,,10 August 1787,"Biddle, Clement",0,7,6,,,By 1 Bottle & India Mangoes,,
"Ledger B, 1772 - 1793: pg.261",Credit,Right,,,,By 1 do Orange flower water  0.10.0 [Paper],,,,,,,,,10 August 1787,"Biddle, Clement",0,10,0,,,By 1 Bottle Orange flower water,,
"Ledger B, 1772 - 1793: pg.261",Credit,Right,,,,By 2 qts Rose water & bottles  0.7.6 [Paper],,,,,,,,,10 August 1787,"Biddle, Clement",0,7,6,,,By 2 quarts Rose water & bottles,,
"Ledger B, 1772 - 1793: pg.261",Credit,Right,,,,By Porterage,,0.2.0,,,,,,,10 August 1787,"Biddle, Clement",0,2,0,,,By Porterage,,
"Ledger B, 1772 - 1793: pg.261",Credit,Right,,,,By a box for Captn Jones's Bust  0.7.6 [Paper],,,,,,,,,10 August 1787,"Biddle, Clement",0,7,6,,,By a box for Captain Jones's Bust,,
"Ledger B, 1772 - 1793: pg.261",Credit,Right,,,,By 2 w. Cotton to put round the Bust @ 3/9    0.7.6 [Paper],,,,,,,,,10 August 1787,"Biddle, Clement",0,7,6,,,By 2 weight Cotton to put round the Bust at 3 shillings 9 pence,,
"Ledger B, 1772 - 1793: pg.261",Credit,Right,,,,By Packing ditto  0.5.0 [Paper],,,,,,,,,10 August 1787,"Biddle, Clement",0,5,0,,,By Packing the Bust,,
"Ledger B, 1772 - 1793: pg.261",Credit,Right,,,,[Total] £6.8 Paper,,05.11.2000,,,,,,,10 August 1787,"Biddle, Clement","6, 5","8, 11",0,,,[Total] £6.8 Paper,,
"Ledger B, 1772 - 1793: pg.261",Credit,Right,,,,By 6 Mops  @ 2/9,,0.16.6,,,,,,,10 August 1787,"Biddle, Clement",0,16,6,,,By 6 Mops at 2 shillings 9 pence,,
"Ledger B, 1772 - 1793: pg.261",Credit,Right,,,,By 6 Clamps  @ 1/10 1/2,,0.11.3,,,,,,,10 August 1787,"Biddle, Clement",0,11,3,,,By 6 Clamps at 1 shilling 10 1/2 pence,,
"Ledger B, 1772 - 1793: pg.261",Credit,Right,,,,By 6 ditto with Blocks & Handles  @ 2/10,,0.17.3,,,,,,,10 August 1787,"Biddle, Clement",0,17,3,,,By 6 Clamps with Blocks & Handles at 2 shillings 10 pence,,
"Ledger B, 1772 - 1793: pg.261",Credit,Right,,,,By 2 Cloths Baskets,,0.10.0,,,,,,,10 August 1787,"Biddle, Clement",0,10,0,,,By 2 Clothes Baskets,,
"Ledger B, 1772 - 1793: pg.261",Credit,Right,,,,By Brokerage & Comms. @ 2 1/2 pr Ct,,0.4.11,,,,,,,10 August 1787,"Biddle, Clement",0,4,11,,,By Brokerage & Commissions at 2 1/2 percent,,
"Ledger B, 1772 - 1793: pg.261",Credit,Right,,,,By Upholster's Trimmings,,2.14.6,,,,,,,10 August 1787,"Biddle, Clement",2,14,6,,,By Upholster's Trimmings,,
"Ledger B, 1772 - 1793: pg.261",Credit,Right,,Septr,11,By 1 Bll Indian Meal for Hounds & porterage,,01.01.2000,,,,,,,11 September 1787,"Biddle, Clement",1,1,0,,,By 1 Barrel Indian Meal for Hounds & porterage,,
"Ledger B, 1772 - 1793: pg.261",Credit,Right,,,,By 4 Mill Gudgeons 247 1/2  @ 1/,,12.07.2006,,,,,,,11 September 1787,"Biddle, Clement",12,7,6,,,By 4 Mill Gudgeons 247 1/2 at 1 shilling,,
"Ledger B, 1772 - 1793: pg.261",Credit,Right,,,12,By 4 pr Collars & Couples for Hounds,,0.15.6,,,,,,,12 September 1787,"Biddle, Clement",0,15,6,,,By 4 pair Collars & Couples for Hounds,,
"Ledger B, 1772 - 1793: pg.261",Credit,Right,,,13,By 2 Cloths Baskets,,0.17.0,,,,,,,13 September 1787,"Biddle, Clement",0,17,0,,,By 2 Clothes Baskets,,
"Ledger B, 1772 - 1793: pg.261",Credit,Right,788,Feby,,By Colo. Pettit pd him for Iron backs & Jambs's on my Acct—as per Yr letter,,18.05.2001,,,,,,,February 1788,"Biddle, Clement",18,5,1,,,By Colonel [James] Pettit paid him for Iron backs & Jambs on my Account-as per Your letter,,
"Ledger B, 1772 - 1793: pg.261",Credit,Right,,,29,By 5 Bushls Clover seed @ 52/  £13.12.6,,,,,,,,,29 February 1788,"Biddle, Clement",13,12,6,,,By 5 Bushels Clover seed at 52 shillings,,
"Ledger B, 1772 - 1793: pg.261",Credit,Right,,,,5 ditto Timothy  @ 17/6   8.15.0,,,,,,,,,29 February 1788,"Biddle, Clement",8,15,0,,,5 Bushels Timothy at 17 shillings 6 pence,,
"Ledger B, 1772 - 1793: pg.261",Credit,Right,,,,Casks  0.10.0,,,,,,,,,29 February 1788,"Biddle, Clement",0,10,0,,,Casks,,
"Ledger B, 1772 - 1793: pg.261",,Right,,,,[Total],,22.07.2006,,,,,,,,"Biddle, Clement",22,7,6,,,[Total],,
"Ledger B, 1772 - 1793: pg.261",Credit,Right,,March,11,By Bank Bills remitted to me to the amount of 400 Dollars,,150.0.0,,,,,,,11 March 1788,"Biddle, Clement",150,0,0,,,By Bank Bills remitted to me to the amount of 400 Dollars,,
"Ledger B, 1772 - 1793: pg.261",Credit,Right,,,15,By 2 Spinning Wheels  @ 20/,,2.0.0,,,,,,,15 March 1788,"Biddle, Clement",2,0,0,,,By 2 Spinning Wheels at 20 shillings,,
"Ledger B, 1772 - 1793: pg.261",Credit,Right,,,,By 1 dozn Wool-Cards,,1.13.9,,,,,,,15 March 1788,"Biddle, Clement",1,13,9,,,By 1 dozen Wool Cards,,
"Ledger B, 1772 - 1793: pg.261",Credit,Right,,May,4,By Sundry Articles shipped on my Acct on board the Sloop Charming Polly as per Invoice & letter of this date,,27.03.2006,,,,,,,4 May 1788,"Biddle, Clement",27,3,6,,,By Sundry Articles shipped on my Account on board the Sloop Charming Polly as per Invoice & letter of this date,,
"Ledger B, 1772 - 1793: pg.261",Credit,Right,,,,[Total],,£499.0.9,,,,,,,,"Biddle, Clement",499,0,9,,,[Total],,
"Ledger B, 1772 - 1793: pg.262",Debit,Left,,,,,,,,,,,,,,Cash,,,,,,,,
"Ledger B, 1772 - 1793: pg.262",Debit,Left,1788,January,1st,To money on hand,257,,,12,14,9 1/2,,,1 January 1788,Cash,12,14,"9,5",,,To money on hand,,
"Ledger B, 1772 - 1793: pg.262",Debit,Left,,,2,To Majr George Augte Washington recd of him on acct,241,,,30,0,0,,,2 January 1788,Cash,30,0,0,,,To Major George Augustine Washington received of him on account,,
"Ledger B, 1772 - 1793: pg.262",Debit,Left,,,5,To one Week's ferriages,263,,,0,8,0,,,5 January 1788,Cash,0,8,0,,,To one Week's ferriages,,
"Ledger B, 1772 - 1793: pg.262",Debit,Left,,,,To Mr Battaile Muse recd of him on Acct of Rents by two Orders on Wm Hunter Junr Esqr. for £50. each,213,,,100,0,0,,,5 January 1788,Cash,100,0,0,,,To Mr Battaile Muse received of him on Account of Rents by two Orders on William Hunter Junior Esquire for £50 each,,
"Ledger B, 1772 - 1793: pg.262",Debit,Left,,,12,To Colo. Bland recd of him by Doctr Stuart on my Acct,,,,1,14,0,,,12 January 1788,Cash,1,14,0,,,To Colonel Bland received of him by Doctor Stuart on my Account,,
"Ledger B, 1772 - 1793: pg.262",Debit,Left,,February,7,To Benjn Grymes Esqr. recd of him by an Order on Richd Scott Esqr. for a Jenny sent to R. Gift,,,,7,0,0,,,7 February 1788,Cash,7,0,0,,,To Benjamin Grymes Esquire received of him by an Order on Richard Scott Esquire for a Jenny sent to Royal Gift,,
"Ledger B, 1772 - 1793: pg.262",Debit,Left,,,,Amount carried forward to—,264,,,151,16,9 ½,,,,Cash,151,16,"9,5",,,Amount carried forward to,,
"Ledger B, 1772 - 1793: pg.262",Credit,Right,,,,,,,,,,,,,,Cash,,,,,,,,
"Ledger B, 1772 - 1793: pg.262",Credit,Right,1788,January,2,By Richd B. Walker pd him on Acct of wages,252,,,0,18,0,,,2 January 1788,Cash,0,18,0,,,By Richard Burnet Walker paid him on Account of wages,,
"Ledger B, 1772 - 1793: pg.262",Credit,Right,,,,By feed for my horses &C. in Alexandria,,,,0,12,6,,,2 January 1788,Cash,0,12,6,,,By feed for my horses et cetera in Alexandria,,
"Ledger B, 1772 - 1793: pg.262",Credit,Right,,,5,By Charles Lee Esqr. Treasurer of the Board of Trustees of the Alexandria Academy pd into his hands by William Hunter Junr Esqr. on my Acct as the Interest of £1000 (for the year 1787) given by me to the Academy,,,,50,0,0,,,5 January 1788,Cash,50,0,0,,,By Charles Lee Esquire Treasurer of the Board of Trustees of the Alexandria Academy paid into his hands by William Hunter Junior Esquire on my Account as the Interest of £1000 (for the year 1787) given by me to the Academy,,
