BK_SOURCE,BK_DEBIT_CREDIT,Folio Side,Year,Month,Day,entry,Page,,£,£,sh,d,$,¢,BK_WHEN,BK_BETWEEN,BK_MONEY,BK_MONEY,BK_MONEY,$ data,¢ data,BK_ENTRY,,,,,
"Ledger A, 1750 - 1772: pg.247",Debit,Left,,,,,,,,,,,,,1767,,,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.247",Debit,Left,1767,,,To amount brot from folio 185,,,£,41,1,1,,,1767,,41,1,1,,,To amount brought from folio 185,,,,,
"Ledger A, 1750 - 1772: pg.247",Debit,Left,,May,1,To Balle credited pr Contra,,,,3,13,2,,,1 May 1767,,3,13,2,,,To Balance credited per Contra,,,,,
"Ledger A, 1750 - 1772: pg.247",Debit,Left,,,,[Total],,,,44,14,3,,,1 May 1767,,44,14,3,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.247",Debit,Left,,,,Memm On the 25th of March 1769 I settled this Acct & gave him the Balle which was found due to me it being about £7,,,,,,,,,1 May 1767,,,,,,,Memorandum. On the 25th of March 1769 I settled this Account & gave him the Balance which was found due to me it being about £7,,,,,
"Ledger A, 1750 - 1772: pg.247",Debit,Left,,,,,,,,,,,,,1766,"Bishop, Thomas",,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.247",Debit,Left,1766,,,To amount brought from folio 124,,,£,18,3,3,,,1766,"Bishop, Thomas",18,3,3,,,To amount brought from folio 124,,,,,
"Ledger A, 1750 - 1772: pg.247",Debit,Left,,July.,,To his proportion of my Carpenters & Ho. Peoples work in harvest being in the whole 29 days @ 2/6 £3.12.6 his ninth comg to,,,,,8,,,,July 1766,"Bishop, Thomas",,8,,,,To his proportion of my Carpenters & Ho. Peoples work in harvest being in the whole 29 days @ 2/6 £3.12.6 - his ninth coming to,,,,,
"Ledger A, 1750 - 1772: pg.247",Debit,Left,,Do,,To his 9th of 8 Days Cradling @ 5/,,,,,4,6,,,July 1766,"Bishop, Thomas",,,,,,To his 9th of 8 Days Cradling @ 5 shillings,,,,,
"Ledger A, 1750 - 1772: pg.247",Debit,Left,1767,apl,22,To Cash lent him,,,,20,,,,,22 April 1767,"Bishop, Thomas",20,,,,,To cash lent him,,,,,
"Ledger A, 1750 - 1772: pg.247",Debit,Left,,July,8,To Ditto paid your Wife for delivg Kate,,,,,10,,,,8 July 1767,"Bishop, Thomas",,10,,,,To Cash paid your Wife for delivering Kate,,,,,
"Ledger A, 1750 - 1772: pg.247",Debit,Left,,,31,To Ditto paid Do delg Sue,,,,,10,,,,31 July 1767,"Bishop, Thomas",,10,,,,To Cash paid your Wife for delivering Sue,,,,,
"Ledger A, 1750 - 1772: pg.247",Debit,Left,,,,To Ditto pd Do delg C: Boyd,,,,,10,,,,31 July 1767,"Bishop, Thomas",,10,,,,To Cash paid your Wife delivering Catherine Boyd,,,,,
"Ledger A, 1750 - 1772: pg.247",Debit,Left,,,,To his proportion of Harvest Exps. in 1767 viz.,,,,1,13,2,,,31 July 1767,"Bishop, Thomas",1,13,2,,,To his proportion of Harvest Expenses in 1767 viz.,,,,,
"Ledger A, 1750 - 1772: pg.247",Debit,Left,,,,To Smiths Acct in Do,,,,,2,6,,,31 July 1767,"Bishop, Thomas",,2,6,,,To Smiths Account in 1767,,,,,
"Ledger A, 1750 - 1772: pg.247",Debit,Left,,,,To my Order on Mr Robt Adam for Balle,,,,11,17,1,,,1767,"Bishop, Thomas",11,17,1,,,To my Order on Mr Robert Adam for Balance,,,,,
"Ledger A, 1750 - 1772: pg.247",Debit,Left,,,,[Total],,,£,53,18,6,,,1768,"Bishop, Thomas",53,18,6,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.247",Debit,Left,1768,July,4,To Cash,,,,2,10,,,,4 July 1768,"Bishop, Thomas",2,10,0,,,To Cash,,,,,
"Ledger A, 1750 - 1772: pg.247",Debit,Left,,Novr,24,To Credited Mr Robt Adam in Acct with Messrs Carlyle & Adam,,,,12,4,,,,24 November 1768,"Bishop, Thomas",12,4,,,,To Credited Mr Robert Adam in Account with Messieurs Carlyle & Adam,,,,,
"Ledger A, 1750 - 1772: pg.247",Debit,Left,1769,Feby,27,To Cash paid your Wife,,,,,10,,,,,"Bishop, Thomas",,10,,,,To Cash paid your Wife,,,,,
"Ledger A, 1750 - 1772: pg.247",Debit,Left,,June,12,To Ditto lent him,,,,5,,,,,12 June 1769,"Bishop, Thomas",,,,,,To Cash lent him,,,,,
"Ledger A, 1750 - 1772: pg.247",Debit,Left,,July,6,To Cash paid your Wife,,,,1,0,0,,,6 July 1768,"Bishop, Thomas",1,0,0,,,To Cash paid your Wife,,,,,
"Ledger A, 1750 - 1772: pg.247",Debit,Left,,Octr,26,To Ditto lent him,,,,8,,,,,26 October 1769,"Bishop, Thomas",8,,,,,To Cash lent him,,,,,
"Ledger A, 1750 - 1772: pg.247",Debit,Left,,,,To Ditto pd your Wife for layg Negro Sarah,,,,,10,,,,26 October 1769,"Bishop, Thomas",,10,,,,To Cash paid your Wife for laying Negro Sarah,,,,,
"Ledger A, 1750 - 1772: pg.247",Debit,Left,1770,Jany,3,To Ditto lent him,,,,4,,,,,3 January 1770,"Bishop, Thomas",4,,,,,To Cash lent him,,,,,
"Ledger A, 1750 - 1772: pg.247",Debit,Left,,,,To Smiths Acct in 1768 pr Smiths Book,,,,,16,8,,,3 January 1770,"Bishop, Thomas",,16,8,,,To Smiths Account in 1768 per Smiths Book,,,,,
"Ledger A, 1750 - 1772: pg.247",Debit,Left,,,,Amt carrd to Folio 309,,,£,34,10,8,,,3 January 1770,"Bishop, Thomas",34,10,8,,,Amount carried to Folio 309,,,,,
"Ledger A, 1750 - 1772: pg.247",Credit,Right,,,,,,,,,,,,,,,,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.247",Debit,Right,,,,By amount brot from folio 185,,,,27,14,9,,,,,27,14,9,,,By amount brought from folio 185,,,,,
"Ledger A, 1750 - 1772: pg.247",Credit,Right,,,,By his share of 662 1/2 Bushls of Wheat made at my Doeg Run Plantn in 1765 viz. 82 1/2 Bl @ 3/9,,,,15,9,4 1/2,,,,,15,9,"4,5",,,By his share of 662 1/2 Bushels of Wheat made at my Dogue Run Plantation in 1765 viz. 82 1/2 Bushel @ 3/9,,,,,
"Ledger A, 1750 - 1772: pg.247",Credit,Right,,,,By his share of 147 Bls of Oats made at Do in Do viz. 18 1/2 Bls @ 15d.,,,,1,3,1 1/2,,,,,1,3,"1,5",,,By his share of 147 Bushels of Oats made at Dogue Run in Do viz. 18 1/2 Bushels @ 15d,,,,,
"Ledger A, 1750 - 1772: pg.247",Credit,Right,,,,By his share of 37 Bls of Rye Do Do viz. 3 1/2 Bl,,,,,7,0,,,,,,7,,,,By his share of 37 Bushels of Rye made at Dogue Run viz. 3 1/2 Bushel,,,,,
"Ledger A, 1750 - 1772: pg.247",Credit,Right,,,,[Total],,,,44,14,3,,,,,44,14,3,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.247",Credit,Right,1767,May,1,By Balle pr Contra,,,,3,13,2,,,1 May 1767,,3,13,2,,,By Balance per Contra,,,,,
"Ledger A, 1750 - 1772: pg.247",Credit,Right,,,,By his share of Hemp made in 1765 viz.,,,,,,,,,1 May 1767,,,,,,,By his share of Hemp made in 1765 videlicet,,,,,
"Ledger A, 1750 - 1772: pg.247",Credit,Right,,,,By his share of Flax nothing being spoild,,,,,,,,,1 May 1767,,,,,,,By his share of Flax nothing being spoiled,,,,,
"Ledger A, 1750 - 1772: pg.247",Credit,Right,,,,,,,,,,,,,,"Bishop, Thomas",,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.247",Credit,Right,,,,By amount brought from folio 124,,,£,4,18,0,,,,"Bishop, Thomas",4,18,,,,By amount brought from folio 124,,,,,
"Ledger A, 1750 - 1772: pg.247",Credit,Right,,,,By his share of 536 1/2 Bushls of Wheat made at my Muddy hole Plantn in the year 1766 viz. 63 Bushls @ 3/9,,,,11,16,3,,,,"Bishop, Thomas",11,16,3,,,By his share of 536 1/2 Bushels of Wheat made at my Muddy hole Plantation in the year 1766 viz. 63 Bushels @ 3 shillings 9 pence,,,,,
"Ledger A, 1750 - 1772: pg.247",Credit,Right,,,,By your Wife bringing Kate to Bed,,,,,10,0,,,,"Bishop, Thomas",,10,,,,By your Wife bringing Kate to Bed,,,,,
"Ledger A, 1750 - 1772: pg.247",Credit,Right,,,,By Ditto delivering Sue,,,,,10,0,,,,"Bishop, Thomas",,10,,,,By your Wife delivering Sue,,,,,
"Ledger A, 1750 - 1772: pg.247",Credit,Right,,,,By Ditto delivg Catherine Boyd,,,,,10,0,,,,"Bishop, Thomas",,10,,,,By your Wife delivering Catherine Boyd,,,,,
"Ledger A, 1750 - 1772: pg.247",Credit,Right,,,,By his share of 230 Barls of Corn made in 1766 viz. 2/17ths comg to 26 1/2 Bls @ 12/6,,,,16,11,3,,,,"Bishop, Thomas",16,11,3,,,By his share of 230 Barrels of Corn made in 1766 viz. 2/17ths coming to 26 1/2 Bushels @ 12 shillings 6 pence,,,,,
"Ledger A, 1750 - 1772: pg.247",Credit,Right,,,,By his share of 851 1/2 Bushls of Wheat made in 1767 viz. 2/17ths comg to 100 Bls @ 3/9,,,,18,15,0,,,,"Bishop, Thomas",18,15,,,,By his share of 851 1/2 Bushels of Wheat made in 1767 viz. 2/17ths coming to 100 Bushels @ 3 shillings 9 pence,,,,,
"Ledger A, 1750 - 1772: pg.247",Credit,Right,,,,By his propn of Harvest in 1766 pd to Morris,,,,,8,,,,,"Bishop, Thomas",,8,,,,By his proportion of Harvest in 1766 paid to Morris,,,,,
"Ledger A, 1750 - 1772: pg.247",Credit,Right,,,,[Total],,,£,53,18,6,,,,"Bishop, Thomas",53,18,6,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.247",Credit,Right,,,,By his share of 250 Barls of Corn made in 1767 & sold Mr R. Adam viz. 147 bushls @ 2/,,,,14,14,,,,,"Bishop, Thomas",14,14,,,,By his share of 250 Barrels of Corn made in 1767 & sold Mr Robert Adam viz. 147 bushels @ 2 shillings,,,,,
"Ledger A, 1750 - 1772: pg.247",Credit,Right,,,,By your Wifes laying Phillis to Bed,,,,,10,,,,,"Bishop, Thomas",,10,,,,By your Wifes laying Phillis to Bed,,,,,
"Ledger A, 1750 - 1772: pg.247",Credit,Right,,,,By Her laying Muddy hole Kate,,,,,10,,,,,"Bishop, Thomas",,10,,,,By Her laying Muddy hole Kate,,,,,
"Ledger A, 1750 - 1772: pg.247",Credit,Right,,,,By her delivering Catherine,,,,,10,,,,,"Bishop, Thomas",,10,,,,By her delivering Catherine,,,,,
"Ledger A, 1750 - 1772: pg.247",Credit,Right,,,,By your Wife for delivg Muddy hole Sarah,,,,,10,,,,,"Bishop, Thomas",,10,,,,By your Wife for delivering Muddy hole Sarah,,,,,
"Ledger A, 1750 - 1772: pg.247",Credit,Right,,,,Amt carrd to folio 309,,,,16,14,,,,,"Bishop, Thomas",16,14,,,,Amount carried to folio 309,,,,,
"Ledger A, 1750 - 1772: pg.248",Debit,Left,,,,,,,,,,,,,,"Kennedy, David",,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.248",Debit,Left,1767,,,To Rent of a Plantation upon Bullskin for the year 1766,,,£,28,,,,,1767,"Kennedy, David",28,,,,,To Rent of a Plantation upon Bullskin for the year 1766,,,,,
"Ledger A, 1750 - 1772: pg.248",Debit,Left,1767,Decr,25,To Rent of the above Plantn due this day,,,,28,,,,,25 December 1767,"Kennedy, David",,,,,,To Rent of the above Plantation due this day,,,,,
"Ledger A, 1750 - 1772: pg.248",Debit,Left,1769,,,To Rent of the above Plantn due for 1768,,,,28,,,,,25 December 1767,"Kennedy, David",28,,,,,To Rent of the above Plantation due for 1768,,,,,
"Ledger A, 1750 - 1772: pg.248",Debit,Left,1770,,,To Rent for the year 1769,,,,28,,,,,1770,"Kennedy, David",28,,,,,To Rent for the year 1769,,,,,
"Ledger A, 1750 - 1772: pg.248",Debit,Left,,,,[Total],,,£,112,,,,,1770,"Kennedy, David",112,0,0,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.248",Debit,Left,,Jany,1,To Balle pr Contra (out of wch I believe their may be some sml deduction for Land Tax if he has rects to show for the paymt of it,,,,94,,,,,1 January 1770,"Kennedy, David",94,,,,,To Balance per Contra (out of which I believe their may be some small deduction for Land Tax if he has receipts to show for the payment of it,,,,,
"Ledger A, 1750 - 1772: pg.248",Debit,Left,1771,Jany,1,To Rent for the year 1770,,,,28,,,,,1 January 1771,"Kennedy, David",28,,,,,To Rent for the year 1770,,,,,
"Ledger A, 1750 - 1772: pg.248",Debit,Left,,,,To Ditto for the year 1771,,,,28,,,,,,"Kennedy, David",28,0,0,,,To Rent for the year 1771,,,,,
"Ledger A, 1750 - 1772: pg.248",Debit,Left,,,,[Total],,,£,150,,,,,1 January 1771,"Kennedy, David",150,,,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.248",Debit,Left,,,,,,,,,,,,,1767,,,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.248",Debit,Left,1767,,,To Rent of a Plantation on Bullskin,,,£,18,0,0,,,1767,,18,,,,,To Rent of a Plantation on Bullskin,,,,,
"Ledger A, 1750 - 1772: pg.248",Debit,Left,1767,Decr,25,To Rent of the above Plantation,,,,18,,,,,25 December 1767,,18,,,,,To Rent of the above Plantation,,,,,
"Ledger A, 1750 - 1772: pg.248",Debit,Left,,,,To Ditto Ditto due for 1768,,,,18,,,,,25 December 1767,,18,,,,,To Rent of the above Plantation due for 1768,,,,,
"Ledger A, 1750 - 1772: pg.248",Debit,Left,,,,To Ditto Ditto due for 1769,,,,18,,,,,25 December 1767,,18,,,,,To Rent of the above Plantation due for 1769,,,,,
"Ledger A, 1750 - 1772: pg.248",Debit,Left,,,,[Total],,,£,72,,,,,25 December 1767,,72,,,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.248",Debit,Left,1770,Jany,1,To Balle pr Contra,,,,30,12,,,,1 January 1770,,30,12,,,,To Balance per Contra,,,,,
"Ledger A, 1750 - 1772: pg.248",Debit,Left,1771,,,To Rent for the year 1770,,,,18,,,,,1 January 1771,,18,,,,,To Rent for the year 1770,,,,,
"Ledger A, 1750 - 1772: pg.248",Debit,Left,,,,To Ditto for the year 1771,,,,18,,,,,1 January 1771,,18,,,,,To Rent for the year 1771,,,,,
"Ledger A, 1750 - 1772: pg.248",Debit,Left,,,,[Total],,,,66,12,,,,1 January 1771,,66,12,,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.248",Credit,Right,,,,,,,,,,,,,15 January 1767,"Kennedy, David",,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.248",Credit,Right,1767,Mar.,15,By the Sheriff of Frederick Taxes &ca,,,£,9,17,10,,,15 March 1767,"Kennedy, David",9,17,10,,,By the Sheriff of Frederick Taxes &ca,,,,,
"Ledger A, 1750 - 1772: pg.248",Credit,Right,,,27,By Cash pr Wm Jolliff,,,,8,2,2,,,15 March 1767,"Kennedy, David",8,2,2,,,By Cash per William Jolliffe,,,,,
"Ledger A, 1750 - 1772: pg.248",Credit,Right,70,Jan.,1st,By Balle due G. W__n & chargd pr Contra,,,,94,,,,,1 January 1770,"Kennedy, David",94,,,,,By Balance due George Washington & charged per Contra,,,,,
"Ledger A, 1750 - 1772: pg.248",Credit,Right,,,,[Total],,,£,112,0,0,,,1 January 1767,"Kennedy, David",112,,,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.248",Credit,Right,,,,By amount carrd to Ledger B folo 22,,,£,150,,,,,1 January 1770,"Kennedy, David",150,,,,,By amount carried to Ledger B folio 22,,,,,
"Ledger A, 1750 - 1772: pg.248",Credit,Right,,,,[Total],,,£,150,0,0,,,1 January 1767,"Kennedy, David",150,,,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.248",Credit,Right,,,,,,,,,,,,,27 March 1767,"Kennedy, David",,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.248",Credit,Right,1767,Mar.,27,By Cash pr Wm Jolliff,,,£,12,11,9,,,27 March 1767,,12,11,9,,,By Cash per William Jolliffe,,,,,
"Ledger A, 1750 - 1772: pg.248",Credit,Right,,Decr,5,By Ditto of your Wife,,,,6,0,0,,,5 December 1767,,6,,,,,By Cash of your Wife,,,,,
"Ledger A, 1750 - 1772: pg.248",Credit,Right,1768,July,28,By Valentine Crawford,,,,6,,,,,28 July 1768,,6,,,,,By Valentine Crawford,,,,,
"Ledger A, 1750 - 1772: pg.248",Credit,Right,,Mar.,20,By Cash at yr own Ho.,,,,13,6,3,,,20 March 1768,,13,6,3,,,By Cash at your own House,,,,,
"Ledger A, 1750 - 1772: pg.248",Credit,Right,,,22,By Valentine Crawford,,,,3,10,0,,,22 March 1768,,3,10,,,,By Valentine Crawford,,,,,
"Ledger A, 1750 - 1772: pg.248",Credit,Right,,,,[Total],,,,41,8,0,,,22 March 1768,,41,8,,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.248",Credit,Right,1770,Jany,1st,By Balle carrd to new Acct,,,,30,12,,,,1 January 1770,,30,12,,,,By Balance carried to new Account,,,,,
"Ledger A, 1750 - 1772: pg.248",Credit,Right,,,,[Total],,,£,72,,,,,1 January 1770,,72,,,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.248",Credit,Right,1770,Feb.,23,By Cash,,,,30,12,,,,23 February 1770,,30,12,,,,By Cash,,,,,
"Ledger A, 1750 - 1772: pg.248",Credit,Right,1771,March,,By Cash at my Brothr Saml Washington,,,,18,0,0,,,March 1771,,18,,,,,By Cash at my Brother Samuel Washington,,,,,
"Ledger A, 1750 - 1772: pg.248",Credit,Right,,,,By Ditto paid my Br Saml,,,,18,0,0,,,March 1771,,18,,,,,By Cash paid my Brother Samuel,,,,,
"Ledger A, 1750 - 1772: pg.248",Credit,Right,,,,[Total],,,£,66,12,0,,,23 March 1771,,66,12,,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.249",Debit,Left,,,,,,,,,,,,,,Cash,,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.249",Debit,Left,For 1767,,,To amount brot from folio 242,,Maryld My £28—15—6 &,,248,1,7,,,1767,Cash,248,1,7,,,To amount brought from folio 242 £28.15.6 Maryland Money &,,,,,
"Ledger A, 1750 - 1772: pg.249",Debit,Left,,,,To the above Maryld Money redd to Virga Currency,,,,22,8,6,,,1767,Cash,22,8,6,,,To the above Marland Money reduced to Virginia Currency,,,,,
"Ledger A, 1750 - 1772: pg.249",Debit,Left,,Apl,10,To Cash of Frans Foster—by Jos. Valentine,,,,25,,,,,10 April 1767,Cash,25,0,0,,,To Cash of Francis Foster by Joseph Valentine,,,,,
"Ledger A, 1750 - 1772: pg.249",Debit,Left,,,,To Ditto of Phil. Claiborne by Do,,,,14,0,0,,,10 April 1767,Cash,14,0,0,,,To Cash of Phil Claiborne by Joseph Valentine,,,,,
"Ledger A, 1750 - 1772: pg.249",Debit,Left,,,,To Ditto recd from Colo.   Henry Lee,,,,,12,6,,,10 April 1767,Cash,0,12,6,,,To Cash received from Colonel Henry Lee,,,,,
"Ledger A, 1750 - 1772: pg.249",Debit,Left,,,20,To Mr Ross £21 in Mar. & £9 this day on Acct of Robt Adam’s order,,,,30,,,,,20 April 1767,Cash,30,0,0,,,To Mr Ross £21 in Mar. & £9 this day on Acct of Robert Adam’s order,,,,,
"Ledger A, 1750 - 1772: pg.249",Debit,Left,,,25,To Cash of Messrs Carlyle & Adam,,,,100,,,,,25 April 1767,Cash,100,0,0,,,To Cash of Messieurs Carlyle & Adam,,,,,
"Ledger A, 1750 - 1772: pg.249",Debit,Left,,,30,To Ditto of Ditto,,,,100,,,,,30 April 1767,Cash,100,0,0,,,To Cash of Carlyle & Adam,,,,,
"Ledger A, 1750 - 1772: pg.249",Debit,Left,,,,To Ditto of Mrs Colvil,,,,10,15,0,,,30 April 1767,Cash,10,15,0,,,To Cash of Mrs Colvil,,,,,
"Ledger A, 1750 - 1772: pg.249",Debit,Left,,May,9,To Ditto of Mr Danl Talbot for Weavg,,,,1,7,0,,,9 May 1767,Cash,1,7,0,,,To Cash of Mr Daniel Talbot for Weaving,,,,,
"Ledger A, 1750 - 1772: pg.249",Debit,Left,,,12,To Ditto of Mr Wm Dandridge pr Josh Valentine—Intt of his Bond,,,,22,0,5,,,12 May 1767,Cash,22,0,5,,,To Ditto of Mr William Dandridge per Josh Valentine - Interest of his Bond,,,,,
"Ledger A, 1750 - 1772: pg.249",Debit,Left,,,Do,To Ditto of Dr James Carter pr Do Interest of Mrs McKenzies Bond,,,,10,16,0,,,12 May 1767,Cash,10,16,0,,,To Cash of Dr James Carter per Do Interest of Mrs McKenzies Bond,,,,,
"Ledger A, 1750 - 1772: pg.249",Debit,Left,,,17,To Ditto recd for a Boat of ___ Coats,,,,10,0,0,,,17 May 1767,Cash,10,0,0,,,To Cash received for a Boat of ___ Coats,,,,,
"Ledger A, 1750 - 1772: pg.249",Debit,Left,,,18,To Ditto of Jno. Doulan for Weaving,,,,1,2,0,,,18 May 1767,Cash,1,2,0,,,To Ditto of John Doulan for Weaving,,,,,
"Ledger A, 1750 - 1772: pg.249",Debit,Left,,,,To Ditto of George Thrift for Mr Chs Washn,,,,1,11,0,,,May 1767,Cash,1,11,0,,,To Cash of George Thrift for Mr Charles Washington,,,,,
"Ledger A, 1750 - 1772: pg.249",Debit,Left,,,,To Ditto of Mr Wm Ellzey on Acct of Truro Parh,,,,8,7,0,,,18 May 1767,Cash,8,7,0,,,To Cash of Mr William Ellzey on Account of Truro Parish,,,,,
"Ledger A, 1750 - 1772: pg.249",Debit,Left,,June,4,To Ditto Won at Cards,,,,,7,,,,4 June 1767,Cash,,7,6,,,To Cash won at Cards,,,,,
"Ledger A, 1750 - 1772: pg.249",Debit,Left,,,,Carrd to folio 252,,,,606,8,6,,,4 June 1767,Cash,606,8,6,,,Carried to folio 252,,,,,
"Ledger A, 1750 - 1772: pg.249",Credit,Right,,,,,,,,,,,,,1767,Cash,,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.249",Credit,Right,For 1767,,,By amount brot from folio 242,,,£,157,3,4,,,1767,Cash,157,3,4,,,By amount brought from folio 242,,,,,
"Ledger A, 1750 - 1772: pg.249",Credit,Right,,,,By Washing,,,,,8,,,,1767,Cash,0,8,0,,,By Washing,,,,,
"Ledger A, 1750 - 1772: pg.249",Credit,Right,,l,8,By Expences to the Dismal Swamp & back,,,,1,12,6,,,1767,Cash,1,12,6,,,By Expenses to the Dismal Swamp & back,,,,,
"Ledger A, 1750 - 1772: pg.249",Credit,Right,,,10,By Coffee 1/ Ticket to the Concert 5/,,,,,6,0,,,10 1767,Cash,0,6,0,,,By Coffee 1 shilling Ticket to the Concert 5 shillings,,,,,
"Ledger A, 1750 - 1772: pg.249",Credit,Right,,,,By Anthony Hay (Tavern) Acct,,,,3,19,3,,,10 April 1767,Cash,3,19,3,,,By Anthony Hay (Tavern) Account,,,,,
"Ledger A, 1750 - 1772: pg.249",Credit,Right,,,,By Club there afterwards,,,,,6,,,,10 April 1767,Cash,0,6,0,,,By Club there afterwards,,,,,
"Ledger A, 1750 - 1772: pg.249",Credit,Right,,,11,By Colo.  Fieldg Lewis my part of the first payments for Mills Riddicks Land,,,,17,7,10,,,11 April 1767,Cash,17,7,10,,,By Colonel Fielding Lewis - my part of the first payments for Mills Riddicks Land,,,,,
"Ledger A, 1750 - 1772: pg.249",Credit,Right,,,,By Do being a Balle in my hand recd from Sundries of the Company,,,,4,7,0,,,11 April 1767,Cash,4,7,0,,,By Colonel Fielding Lewis being a Balance in my hand received from Sundries of the Company,,,,,
"Ledger A, 1750 - 1772: pg.249",Credit,Right,,,,By Wm Godfrey—Barbers Acct,,,,,15,0,,,11 April 1767,Cash,0,15,0,,,By William Godfrey Barber's Account,,,,,
"Ledger A, 1750 - 1772: pg.249",Credit,Right,,,,By Shoeing my horse,,,,,2,6,,,11 April 1767,Cash,,2,6,,,By Shoeing my horse,,,,,
"Ledger A, 1750 - 1772: pg.249",Credit,Right,,,,By Mrs Campbells Acct,,,,12,5,0,,,11 April 1767,Cash,12,5,,,,By Mrs Campbell's Account,,,,,
"Ledger A, 1750 - 1772: pg.249",Credit,Right,,,12,By Servants 6/ Exps. at Todds 7/6 Servts 1/,,,,,14,6,,,12 April 1767,Cash,,14,6,,,By Servants 6/ Expenses at Todds 7/6 Servants 1/,,,,,
"Ledger A, 1750 - 1772: pg.249",Credit,Right,,,13,By Expences at Sneads 3/3 Ferriage at Port Royal 2/6,,,,,5,9,,,13 April 1767,Cash,,5,9,,,By Expenses at Sneads 3/3 Ferriage at Port Royal 2/6,,,,,
"Ledger A, 1750 - 1772: pg.249",Credit,Right,,,15,By Ferriage at Hoes 12/ Servants 1/3,,,,,13,3,,,15 April 1767,Cash,,13,3,,,By Ferriage at Hoes 12/ Servants 1/3,,,,,
"Ledger A, 1750 - 1772: pg.249",Credit,Right,,,,By Expences at Laidlers,,,,,6,8,,,15 April 1767,Cash,,6,8,,,By Expenses at Laidlers,,,,,
"Ledger A, 1750 - 1772: pg.249",Credit,Right,,,,By a Sorrel Mare bot of ___ Steer,,,,7,0,0,,,15 April 1767,Cash,7,,,,,By a Sorrel Mare bot of ___ Steer,,,,,
"Ledger A, 1750 - 1772: pg.249",Credit,Right,,,20,By Mr Jno. Gibson for Cumberland Wilson Duty &ca of a Butt of Wine,,,,6,10,8,,,20 April 1767,Cash,6,10,8,,,By Mr John Gibson for Cumberland Wilson Duty &ca of a Butt of Wine,,,,,
"Ledger A, 1750 - 1772: pg.249",Credit,Right,,,22,By Thomas Bishop—Cash lent,,,,20,0,0,,,22 April 1767,Cash,20,,,,,By Thomas Bishop - Cash lent,,,,,
"Ledger A, 1750 - 1772: pg.249",Credit,Right,,,25,By Doctr Romney pr Rect,,,,9,5,0,,,25 April 1767,Cash,9,5,,,,By Doctor Romney per Receipt,,,,,
"Ledger A, 1750 - 1772: pg.249",Credit,Right,,,30,By Mr Stedlar for Mastr & Miss Custis,,,,25,16,0,,,30 April 1767,Cash,25,16,,,,By Mr Stedlar for Mastr & Miss Custis,,,,,
"Ledger A, 1750 - 1772: pg.249",Credit,Right,,May,2,By my Expences to Marlborough & back,,,,,5,0,,,2 May 1767,Cash,,5,,,,By my Expenses to Marlborough & back,,,,,
"Ledger A, 1750 - 1772: pg.249",Credit,Right,,,,By Doctr Thompson for Sarah Harle,,,,2,3,6,,,2 May 1767,Cash,2,3,6,,,By Doctor Thompson for Sarah Harle,,,,,
"Ledger A, 1750 - 1772: pg.249",Credit,Right,,,5,By James Cleveland—pr Lund Washington,,,,32,10,6,,,5 May 1767,Cash,32,10,6,,,By James Cleveland - per Lund Washington,,,,,
"Ledger A, 1750 - 1772: pg.249",Credit,Right,,,6,By Cards 7/ Gave Mrs Washington 24/,,,,1,11,0,,,6 May 1767,Cash,1,11,,,,By Cards 7 shillings Gave Mrs Washington 24 shillings,,,,,
"Ledger A, 1750 - 1772: pg.249",Credit,Right,,,9,By Edward Williams,,,,2,0,0,,,9 May 1767,Cash,2,,,,,By Edward Williams,,,,,
"Ledger A, 1750 - 1772: pg.249",Credit,Right,,,,By Mrs Lettice Corbin,,,,4,15,7,,,9 May 1767,Cash,4,15,7,,,By Mrs Lettice Corbin,,,,,
"Ledger A, 1750 - 1772: pg.249",Credit,Right,,,12,By Jno. Prescot Balle of Acct,,,,,6,7,,,12 May 1767,Cash,,6,7,,,By John Prescot Balance of Account,,,,,
"Ledger A, 1750 - 1772: pg.249",Credit,Right,,,18,By 211 Maryland Paper Dollars retd Messrs Carlyle & Adam @ 6/,,,,63,6,0,,,18 May 1767,Cash,63,6,,,,By 211 Maryland Paper Dollars returned Messieurs Carlyle & Adam @6 shillings,,,,,
